# Total number of time periods
20
# DataFlag 1=Data, 0=MC
1
# Delta M^2_{32} and uncertainty  (in eV^2)
0.00243  0.00013
# ===============================================================
# First column is time period number, second column is row number
# The nominal period for each set of entries is one week
#
# Row 0 ==>  Start UTC  |  End UTC | Start date and time
# Row 1 ==>  Observed number of events in AD1 to AD6 
# Row 2 ==>  Live time in days for AD1 to AD6
# Row 3 ==>  Muon veto efficiency for AD1 to AD6
# Row 4 ==>  Multiplicity cut efficiency for AD1 to AD6
# Row 5 ==>  6 MeV neutron cut efficiency for AD1 to AD6
# Row 6 ==>  Uncorrelated reactor power uncertainty (relative error in %)
# Row 7 ==>  Total IBD cut efficiency uncertainty (relative error in %)
# Row 8 ==>  Total target mass for AD1 to AD6 (kg)
#### Note: The background estimates are *not* corrected for efficiencies anymore
# Row 9  ==>  Expected number of bkg events per live day (AD1 to AD6)
# Row 10 ==>  Absolute uncertainty on the bkg estimates per live day
# Row 11 ==>  Expected number of accidental events per live day (AD1 to AD6)
# Row 12 ==>  Absolute uncertainty on the accidental bkg per live day
# Row 13 ==>  Expected number of li9/he8 events per live day (AD1 to AD6)
# Row 14 ==>  Absolute uncertainty on the li9/he8 bkg per live day
# Row 15 ==>  Expected number of fast-n events per live day (AD1 to AD6)
# Row 16 ==>  Absolute uncertainty on the fast-n bkg per live day
# Row 17 ==>  Expected number of AmC-corr events per live day (AD1 to AD6)
# Row 18 ==>  Absolute uncertainty on the AmC-corr bkg per live day
# Row 19 ==>  Expected number of alpha-n events per live day (AD1 to AD6)
# Row 20 ==>  Absolute uncertainty on the alpha-n bkg per live day


# ===============================================================
14	11	9.8746	9.9097	7.8217	2.9247	2.9902	2.9567
14	12	0.24516	0.24422	0.22457	0.1721	0.17351	0.17329
14	13	3	3	4	0.5	0.5	0.5
14	14	1.5	1.5	2	0.25	0.25	0.25
14	15	0.98	0.98	0.7	0.07	0.07	0.07
14	16	0.29	0.29	0.42	0.07	0.07	0.07
14	17	0.2	0.2	0.2	0.2	0.2	0.2
14	18	0.2	0.2	0.2	0.2	0.2	0.2
14	19	0.08	0.07	0.05	0.04	0.04	0.04
14	20	0.04	0.04	0.03	0.02	0.02	0.02
15	0	1333152000	1333756800	2012-03-31 00:00:00
15	1	3982	4132	3657	559	538	523
15	2	6.6219	6.6219	6.5845	6.5161	6.5161	6.5161
15	3	0.8144	0.8113	0.8466	0.9796	0.9795	0.9791
15	4	0.97559	0.97598	0.9773	0.97682	0.97645	0.97638
15	5	0.88	0.88	0.88	0.88	0.88	0.88
15	6	0.8	0.8	0.8	0.8	0.8	0.8
15	7	0.3	0.3	0.3	0.3	0.3	0.3
15	8	19941	19966	19891	19913	19991	19892
15	9	14.527	14.246	12.738	3.8169	3.684	3.7438
15	10	1.5625	1.5617	2.0661	0.3733	0.37275	0.37326
15	11	10.267	9.9961	7.7882	3.0069	2.874	2.9338
15	12	0.24683	0.24492	0.22336	0.17423	0.17303	0.17414
15	13	3	3	4	0.5	0.5	0.5
15	14	1.5	1.5	2	0.25	0.25	0.25
15	15	0.98	0.98	0.7	0.07	0.07	0.07
15	16	0.29	0.29	0.42	0.07	0.07	0.07
15	17	0.2	0.2	0.2	0.2	0.2	0.2
15	18	0.2	0.2	0.2	0.2	0.2	0.2
15	19	0.08	0.07	0.05	0.04	0.04	0.04
15	20	0.04	0.04	0.03	0.02	0.02	0.02
16	0	1333756800	1334361600	2012-04-07 00:00:00
16	1	1938	1894	2903	371	384	406
16	2	5.2226	5.2226	5.1865	5.1388	5.1388	5.1388
16	3	0.815	0.8128	0.8481	0.9799	0.9797	0.9795
16	4	0.97569	0.97599	0.97739	0.97698	0.97672	0.97647
16	5	0.88	0.88	0.88	0.88	0.88	0.88
16	6	0.8	0.8	0.8	0.8	0.8	0.8
16	7	0.3	0.3	0.3	0.3	0.3	0.3
